Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Online Classes Taken,StudyPerDay,StudyEfficiency,AttendanceEfficiency
-0.8988379189374324,-0.07044094521145812,-0.4306106910610954,0.03983483563683845,-0.5035391286277552,1.1485125977963562,80.0,1.492377651635326,-1.0339078862458586,-0.4306106910610957,-0.447111153657909,-0.42164021445007793
1.112547633929549,0.6286665002742869,0.38912984467447703,0.7534600040841161,0.4706765749699437,-0.07385114265209372,87.0,-0.1227147010641342,0.9672041516493515,0.38912984467447687,0.04693938542155818,0.19782310728270305
-0.8988379189374324,-1.0491913688915013,-1.2503512267966679,-1.2854690486223914,-1.4777548322254541,-1.2962148831005436,68.0,1.368139778350752,-1.0339078862458586,-1.2503512267966679,-0.8891563728342745,-1.0751399824319134
-0.8988379189374324,0.908309478468585,1.2088703804100493,1.263192267260743,1.4448922785676426,1.1485125977963562,92.0,0.3121178554318742,-1.0339078862458586,1.2088703804100493,0.5352115556229032,0.8682671061146108
1.112547633929549,-1.9869828676227855e-15,0.061233630380248046,0.44762064617813996,0.4706765749699437,-0.07385114265209372,85.0,1.0575450951393173,0.9672041516493515,0.061233630380248046,-0.13444502302096767,0.03933764828793845
-0.8988379189374324,-2.167763281668693,-1.5782474410908967,-1.7952013117990184,-1.4777548322254541,-1.2962148831005436,62.0,1.3060208417084653,-1.0339078862458586,-1.578247441090897,-1.1249138230616695,-1.263604647662389
1.112547633929549,-1.9869828676227855e-15,-0.10271447676686643,-0.06211161699848693,-0.5035391286277552,-0.07385114265209372,78.0,-0.8681419407715776,0.9672041516493515,-0.10271447676686687,-0.11988287452735295,-0.11901437334659483
-0.8988379189374324,-0.48990541250290515,-0.9224550125024389,-0.7757367854457646,0.4706765749699437,-1.2962148831005436,72.0,0.7469504119278829,-1.0339078862458586,-0.9224550125024391,-0.6870785583536504,-0.8295794751033733
1.112547633929549,0.7684879893714359,0.717026058968706,0.8554064567194415,1.4448922785676426,1.1485125977963562,88.0,0.3121178554318742,0.9672041516493515,0.7170260589687056,0.2827774640519038,0.46233491813249367
-0.8988379189374324,0.34902352207998893,1.2088703804100493,1.263192267260743,-1.4777548322254541,1.1485125977963562,87.0,0.6227125386433089,0.9672041516493515,1.2088703804100493,0.5352115556229032,1.0355064628077146
-0.8988379189374324,-0.07044094521145812,0.38912984467447703,0.0,1.4448922785676426,-1.2962148831005436,88.0,-1.42721237055216,-1.0339078862458586,0.38912984467447687,0.3044681080896154,0.37481262777778357
